Year,OSHPD_ID,Facility_Name,County_Name,Type_Of_Control,ED_Level,Patient_Type,Gender,Count
2013,106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,14736
2013,106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,19810
2013,106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1709
2013,106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1370
2014,106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,15249
2014,106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1510
2014,106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1343
2010,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,14161
2010,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,18908
2010,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1973
2010,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1506
2011,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,14799
2011,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,19396
2011,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1967
2011,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Other,1
2011,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1647
2012,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,23087
2012,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,30304
2012,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3466
2012,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2979
2013,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,23640
2013,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,31582
2013,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3428
2013,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2013,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2974
2014,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,24874
2014,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3406
2010,106484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,8610
2010,106484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,10773
2010,106484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1298
2010,106484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1108
2011,106484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,8170
2011,106484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,10742
2011,106484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1170
2011,106484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Other,2
2011,106484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,981
2011,106484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Other,1
2010,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12131
2010,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,15241
2010,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1646
2010,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2010,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1329
2011,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12421
2011,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,16203
2011,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1456
2011,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2011,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1221
2012,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,13147
2012,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,17076
2012,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1561
2012,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2012,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1276
2013,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,13870
2013,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,17385
2013,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1632
2013,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1423
2014,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,15202
2014,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1722
2014,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1675
2010,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10917
2012,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Male,4194
2010,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12233
2010,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1085
2010,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2010,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,992
2010,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Other,1
2011,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10393
2011,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12067
2011,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1047
2011,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2011,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,894
2011,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Unknown,1
2012,106490919,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10819
2012,106490919,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12649
2012,106490919,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1322
2012,106490919,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2012,106490919,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1161
2013,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10917
2013,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12624
2013,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1389
2013,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,6
2013,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1356
2013,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Unknown,2
2014,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,9513
2014,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1204
2014,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1122
2010,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Male,4451
2010,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Female,4717
2010,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Female,332
2010,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Male,276
2011,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Male,4405
2011,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Female,4544
2011,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Female,399
2011,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Unknown,3
2011,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Male,336
2012,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Female,4348
2012,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Female,359
2012,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Unknown,1
2012,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Male,310
2013,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Male,4166
2013,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Female,4468
2013,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Female,335
2013,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Male,282
2014,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Male,4430
2014,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Female,326
2014,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Male,306
2010,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,6970
2010,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,7898
2010,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1143
2010,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2010,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,865
2011,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,5994
2011,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,6373
2011,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1074
2011,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,912
2012,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,5742
2012,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,6596
2012,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1063
2012,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,901
2013,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,6562
2013,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,7500
2013,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,996
2013,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,808
2014,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,7167
2014,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,985
2014,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,788
2010,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12782
2010,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,14213
2010,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3473
2010,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,5
2010,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3542
2011,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12860
2011,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13943
2011,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3472
2011,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3448
2012,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,13237
2012,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,14133
2012,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3615
2012,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,3
2012,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3665
2013,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,13843
2013,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,14580
2013,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3385
2013,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2013,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3703
2014,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,16325
2014,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3561
2014,106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3960
2010,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Male,3481
2010,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Female,4090
2010,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Admit,Female,716
2010,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Admit,Male,500
2011,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Male,3764
2011,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Female,4410
2011,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Admit,Female,621
2011,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Unknown,1
2011,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Admit,Male,539
2012,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Male,3707
2012,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Female,4466
2012,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Admit,Female,553
2012,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Unknown,1
2012,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Admit,Male,454
2013,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Male,3602
2013,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Female,4126
2013,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Admit,Female,517
2013,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Admit,Male,400
2014,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Visit,Male,3890
2014,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Admit,Female,445
2014,106491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,Emergency - Basic,ED Admit,Male,371
2010,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Male,3531
2010,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Female,3764
2010,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Female,442
2010,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Male,402
2011,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Male,3423
2011,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Female,3664
2011,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Female,382
2011,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Male,375
2012,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Male,3344
2012,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Female,3529
2012,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Female,425
2012,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Male,349
2013,106491338,SONOMA WEST MEDICAL CENTER,SONOMA,Public - District,Emergency - Standby,ED Visit,Male,3211
2013,106491338,SONOMA WEST MEDICAL CENTER,SONOMA,Public - District,Emergency - Standby,ED Visit,Female,3443
2013,106491338,SONOMA WEST MEDICAL CENTER,SONOMA,Public - District,Emergency - Standby,ED Admit,Female,329
2013,106491338,SONOMA WEST MEDICAL CENTER,SONOMA,Public - District,Emergency - Standby,ED Admit,Male,304
2014,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Visit,Male,991
2014,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Female,89
2014,106491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,Emergency - Standby,ED Admit,Male,81
2010,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,16141
2010,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,19339
2010,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2563
2010,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2043
2011,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,17976
2011,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,21277
2011,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2401
2011,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2011,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2118
2012,106494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,18615
2012,106494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,22004
2012,106494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2374
2012,106494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2012,106494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2050
2013,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,19547
2013,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,23215
2013,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2241
2013,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,3
2013,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1945
2014,106494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,21149
2014,106494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2388
